CD_CLIENTE,cluster,RECOMENDACOES
TDCF74,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZDEP,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZES3,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCGR5,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCFA1,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCD6S,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZDC9,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
TDCH18,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEXPRO,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS TOTVS I TRAD"
TCABE5,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCGY6,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEY635,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TEZDFI,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZEV8,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
TDCGSJ,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCFJY,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
T33347,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCE38,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEXM,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
TDCFYA,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCH06,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TCAXVZ,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEZEYE,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCGZK,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEZI,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCH5S,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZDM8,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZF84,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS TOTVS I TRAD"
TDCH6Z,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCE2L,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TDCGAS,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEK7,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCH8V,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZFBB,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., CONSINCO NFC-E SUBSC. POR PDV"
TDCE78,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCHB6,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCH94,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCEAG,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEYJC1,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZFBU,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS TOTVS I TRAD"
TDCEAT,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCGE1,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEXPRW,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TEZFC8,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDCGEJ,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEOA,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZFD5,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEXYF9,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS TOTVS I TRAD"
TEZE52,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDCEFR,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TDCDE8,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZDLE,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCHCQ,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCEHX,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCEI5,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZESX,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDCHCT,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TEXYFV,5,"CONTAS A PAGAR, CONTAS A RECEBER, CONTROLE FINANCEIRO"
TEZFE6,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEZET6,3,"CONSINCO NF-E POR CNPJ SUBSC., CONSINCO NFC-E SUBSC. POR PDV, CONSINCO MD-E POR CNPJ SUBSC."
TEZFF9,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCEP4,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEUQ,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEYJ64,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT COMPRAS E SUPRIM TRAD, CDU CORP ADIC MNT ATIVOS PARC"
TA3339,5,"CONTAS A PAGAR, CONTAS A RECEBER, CONTROLE FINANCEIRO"
TEZFFN,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDC9U6,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCECE,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCERR,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEZEV7,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TA3476,5,"CONTAS A PAGAR, CONTAS A RECEBER, CONTROLE FINANCEIRO"
TEYTB9,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEEC,1,"CDU CORP TOTVS CONSTRUCAO RB2, CDU CORP ADIC MNT ATIVOS PARC, SMS TOTVS I TRAD"
TEZFFQ,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDCET6,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TB5732,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCENI,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEFA,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TEZFH9,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCEI1,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEXE,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TD0341,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TDC80C,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZFID,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZF97,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS TOTVS I TRAD"
TDCHEZ,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEFG,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCA5K,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCEVZ,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEXSKD,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZFJM,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDCEX8,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCH0A,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TEZFC6,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
T33662,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEHW,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEZFK6,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
TDCEYS,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEXXYS,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TEZFKA,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCAEX,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCF04,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEYSWS,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TEYVXM,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDC333,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCF41,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEDP,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDCF3V,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCF28,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEZFIE,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
TDCF66,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEM1,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEZFLW,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
TEZFM5,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
TDCF5O,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCDQ2,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCF8V,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZFQ0,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCFU8,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZFTI,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, PROG OPED STUDIO ND USR MNT"
TDC32H,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEVZN2,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCFAR,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCAEH,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCCTC,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEI8,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCFIB,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCFUZ,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCFDS,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEIH,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEZFZ5,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZESD,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEXFER,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS TOTVS I TRAD"
TEZG04,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDC50R,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCFLN,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCCCQ,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEZFVF,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TDCFEV,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TEZEPV,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
TA3402,5,"CONTAS A PAGAR, CONTAS A RECEBER, CONTROLE FINANCEIRO"
TDCFN1,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCDWK,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZG13,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
TEYWC6,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDCG1B,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZGAM,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., CONSINCO NFC-E SUBSC. POR PDV"
TDCACO,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZEY2,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TEF TOTVS CLOUD PDV PRINCIPAL"
TEZG82,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDCD4L,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCFJQ,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEZEV6,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEYYW2,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCACT,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCCRV,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCG2K,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZGB5,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCACU,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEXPO9,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TEZF81,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCD6K,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCG2Y,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TDCFMT,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDC87R,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCD6M,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZGC5,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZGCY,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZGE0,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDCG5M,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TEZGIV,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZASU,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDCC1Q,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZF82,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TEZGMV,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCG69,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TEZGO9,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., SMS LGT G. CAP HUMANO TRAD"
TDCDEG,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZGMI,3,"SMS USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC., CONSINCO NFC-E SUBSC. POR PDV"
TEYVQ7,1,"CDU CORP TOTVS CONSTRUCAO RB2, SMS LGT COMPRAS E SUPRIM TRAD, CDU CORP ADIC MNT ATIVOS PARC"
TEZGOT,5,"PONTO DE VENDA  POS ADM + 1ID, HIGS - INTEGRACOES, PONTO DE VENDA  POS > 1 ID"
TEVVQ4,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCE7R,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZGQE,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCE7T,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TD4405,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCA2L,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TDCCML,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCACL,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZGQL,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCABU,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZAX4,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TEZFCB,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZGR6,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TEZGQJ,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZAWV,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEYJ00,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TDCGHF,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEZGU0,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCECJ,1,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TCAAC5,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZAXU,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TDC0J8,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCE31,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TCACR1,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEYO45,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZFD6,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TEF TOTVS CLOUD PDV PRINCIPAL"
TDCE7K,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TDCE4D,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZGUA,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDCCN8,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEZFET,3,"SMS FULL TOTVS TRAD, CDU FULL TOTVS TRAD, SMS TOTVS I TRAD"
TEZGYJ,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCCEI,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEYSXM,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZFEZ,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TDCGV6,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TDCGJT,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, TOTVS TEC USER"
TDCEG1,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZFGO,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TEZH10,3,"SMS TOTVS I TRAD, CDU TOTVS I TRAD, SMS USUARIO RETAGUARDA WT"
TDCGLH,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TDCD7O,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, TOTVS TEC USER"
TEZFHG,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TEZH55,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
TEZBIK,0,"SMS USUARIO RETAGUARDA WT, USUARIO RETAGUARDA WT, CONSINCO NF-E POR CNPJ SUBSC."
TEZH81,2,"TEF INTEGRADOR CLOUD ADICIONAL, TEF INTEGRADOR CLOUD PRINCIPAL, CDU CORP TOTVS MANUFATURA RB2"
TDCH0X,3,"SMS TOTVS TEC USER, TOTVS TEC USER, SMS FULL TOTVS TRAD"
